Antofagasta,2
Calama,2
Chillán,8
Concepción,8
Copiapó,3
Coquimbo,4
Curicó,7
Illapel,4
"La Calera",5
"La Serena",4
Linares,7
"Los Angeles",8
Osorno,10
Ovalle,4
"Puerto Montt",10
Quillota,5
Rancagua,6
Rengo,6
Salamanca,4
"San Antonio",5
"San Felipe",5
"San Fernando",6
"Santa Cruz",6
Santiago,13
"San Vicente",6
Talca,7
Talcahuano,8
Temuco,9
Valdivia,14
Vallenar,3
Valparaiso,5
Villarrica,9
"Viña del Mar",5
