GY0001,4,4
GY0002,4,4
GY0003,4,4
GY0004,4,4
GY0005,4,4
GY0006,4,4
GY0007,4,4
GY0008,4,4
GY0009,4,4
GY0010,4,4
GY0011,4,4
GY0012,4,4
GY0013,4,4
GY0014,4,4
GY0015,4,4
GY0016,4,4
GY0017,4,4
GY0018,4,4
GY0019,4,4
GY0020,4,4
GY0021,4,4
GY0022,4,4
GY0023,4,4
GY0024,4,4
GY0025,4,4
GY0026,4,4
GY0027,4,4
GY0028,4,4
GY0029,4,4
GY0030,4,4
GY0031,4,4
GY0032,4,4
GY0033,4,4
GY0034,4,4
GY0035,4,4
GY0036,4,4
GY0037,4,4
GY0038,4,4
GY0039,4,4
GY0040,4,4
GY0041,4,4
GY0042,4,4
GY0043,4,4
GY0044,4,4
GY0045,4,4
GY0046,4,4
GY0047,4,4
GY0048,4,4
GY0049,4,4
GY0050,4,4
GY0051,4,4
GY0052,4,4
GY0053,4,4
GY0054,4,4
GY0055,4,4
GY0056,4,4
GY0057,4,4
GY0058,4,4
GY0059,4,4
GY0060,4,4
GY0061,4,4
GY0062,4,4
GY0063,4,4
GY0064,4,4
GY0065,4,4
GY0066,4,4
GY0067,4,4
GY0068,4,4
GY0069,4,4
GY0070,4,4
GY0071,4,4
GY0072,4,4
GY0073,4,4
GY0074,4,4
GY0075,4,4
GY0076,4,4
GY0077,4,4
GY0078,4,4
GY0079,4,4
GY0080,4,4
GY0081,4,4
GY0082,4,4
GY0083,4,4
GY0084,4,4
GY0085,4,4
GY0086,4,4
GY0087,4,4
GY0088,4,4
GY0089,4,4
GY0090,4,4
GY0091,4,4
GY0092,4,4
GY0093,4,4
GY0094,4,4
GY0095,4,4
GY0096,4,4
GY0097,4,4
GY0098,4,4
GY0099,4,4
GY0100,4,4
GY0101,4,4
GY0102,4,4
GY0103,4,4
GY0104,4,4
GY0105,4,4
GY0106,4,4
GY0107,4,4
GY0108,4,4
GY0109,4,4
GY0110,4,4
GY0111,4,4
GY0112,4,4
GY0113,4,4
GY0114,4,4
GY0115,4,4
GY0116,4,4
GY0117,4,4
GY0118,4,4
GY0119,4,4
GY0120,4,4
GY0121,4,4
GY0122,4,4
GY0123,4,4
GY0124,4,4
GY0125,4,4
GY0126,4,4
GY0127,4,4
GY0128,4,4
GY0129,4,4
GY0130,4,4
GY0131,4,4
GY0132,4,4
GY0133,4,4
GY0134,4,4
GY0135,4,4
GY0136,4,4
GY0137,4,4
GY0138,4,4
GY0139,4,4
GY0140,4,4
GY0141,4,4
GY0142,4,4
GY0143,4,4
GY0144,4,4
GY0145,4,4
GY0146,4,4
GY0147,4,4
GY0148,4,4
GY0149,4,4
GY0150,4,4
GY0151,4,4
GY0152,4,4
GY0153,4,4
GY0154,4,4
GY0155,4,4
GY0156,4,4
GY0157,4,4
GY0158,4,4
GY0159,4,4
GY0160,4,4
GY0161,4,4
GY0162,4,4
GY0163,4,4
GY0164,4,4
GY0165,4,4
GY0166,4,4
GY0167,4,4
GY0168,4,4
GY0169,4,4
GY0170,4,4
GY0171,4,4
GY0172,4,4
GY0173,4,4
GY0174,4,4
GY0175,4,4
GY0176,4,4
GY0177,4,4
GY0178,4,4
GY0179,4,4
GY0180,4,4
GY0181,4,4
GY0182,4,4
GY0183,4,4
GY0184,4,4
GY0185,4,4
GY0186,4,4
GY0187,4,4
GY0188,4,4
GY0189,4,4
GY0190,4,4
GY0191,4,4
GY0192,4,4
GY0193,4,4
GY0194,4,4
GY0195,4,4
GY0196,4,4
GY0197,4,4
GY0198,4,4
GY0199,4,4
GY0200,4,4
GY0201,4,4
GY0202,4,4
GY0203,4,4
GY0204,4,4
GY0205,4,4
GY0206,4,4
GY0207,4,4
GY0208,4,4
GY0209,4,4
GY0210,4,4
GY0211,4,4
GY0212,4,4
GY0213,4,4
GY0214,4,4
GY0215,4,4
GY0216,4,4
GY0217,4,4
GY0218,4,4
GY0219,4,4
GY0220,4,4
GY0221,4,4
GY0222,4,4
GY0223,4,4
GY0224,4,4
GY0225,4,4
GY0226,4,4
GY0227,4,4
GY0228,4,4
GY0229,4,4
GY0230,4,4
GY0231,4,4
GY0232,4,4
GY0233,4,4
GY0234,4,4
GY0235,4,4
GY0236,4,4
GY0237,4,4
GY0238,4,4
GY0239,4,4
GY0240,4,4
GY0241,4,4
GY0242,4,4
GY0243,4,4
GY0244,4,4
GY0245,4,4
GY0246,4,4
GY0247,4,4
GY0248,4,4
GY0249,4,4
GY0250,4,4
GY0251,4,4
GY0252,4,4
GY0253,4,4
GY0254,4,4
GY0255,4,4
GY0256,4,4
GY0257,4,4
GY0258,4,4
GY0259,4,4
GY0260,4,4
GY0261,4,4
GY0262,4,4
GY0263,4,4
GY0264,4,4
GY0265,4,4
GY0266,4,4
GY0267,4,4
GY0268,4,4
GY0269,4,4
GY0270,4,4
GY0271,4,4
GY0272,4,4
GY0273,4,4
GY0274,4,4
GY0275,4,4
GY0276,4,4
GY0277,4,4
GY0278,4,4
GY0279,4,4
GY0280,4,4
GY0281,4,4
GY0282,4,4
GY0283,4,4
GY0284,4,4
GY0285,4,4
GY0286,4,4
GY0287,4,4
GY0288,4,4
GY0289,4,4
GY0290,4,4
GY0291,4,4
GY0292,4,4
GY0293,4,4
GY0294,4,4
GY0295,4,4
GY0296,4,4
GY0297,4,4
GY0298,4,4
GY0299,4,4
GY0300,4,4
GY0301,4,4
GY0302,4,4
GY0303,4,4
GY0304,4,4
GY0305,4,4
GY0306,4,4
GY0307,4,4
GY0308,4,4
GY0309,4,4
GY0310,4,4
GY0311,4,4
GY0312,4,4
GY0313,4,4
GY0314,4,4
GY0315,4,4
GY0316,4,4
GY0317,4,4
GY0318,4,4
GY0319,4,4
GY0320,4,4
GY0321,4,4
GY0322,4,4
GY0323,4,4
GY0324,4,4
GY0325,4,4
GY0326,4,4
GY0327,4,4
GY0328,4,4
GY0329,4,4
GY0330,4,4
GY0331,4,4
GY0332,4,4
GY0333,4,4
GY0334,4,4
GY0335,4,4
GY0336,4,4
GY0337,4,4
GY0338,4,4
GY0339,4,4
GY0340,4,4
GY0341,4,4
GY0342,4,4
GY0343,4,4
GY0344,4,4
GY0345,4,4
GY0346,4,4
GY0347,4,4
GY0348,4,4
GY0349,4,4
GY0350,4,4
GY0351,4,4
GY0352,4,4
GY0353,4,4
GY0354,4,4
GY0355,4,4
GY0356,4,4
GY0357,4,4
GY0358,4,4
GY0359,4,4
GY0360,4,4
GY0361,4,4
GY0362,4,4
GY0363,4,4
GY0364,4,4
GY0365,4,4
GY0366,4,4
GY0367,4,4
GY0368,4,4
GY0369,4,4
GY0370,4,4
GY0371,4,4
GY0372,4,4
GY0373,4,4
GY0374,4,4
GY0375,4,4
GY0376,4,4
GY0377,4,4
GY0378,4,4
GY0379,4,4
GY0380,4,4
GY0381,4,4
GY0382,4,4
GY0383,4,4
GY0384,4,4
GY0385,4,4
GY0386,4,4
GY0387,4,4
GY0388,4,4
GY0389,4,4
GY0390,4,4
GY0391,4,4
GY0392,4,4
GY0393,4,4
GY0394,4,4
GY0395,4,4
GY0396,4,4
GY0397,4,4
GY0398,4,4
GY0399,4,4
GY0400,4,4
GY0401,4,4
GY0402,4,4
GY0403,4,4
GY0404,4,4
GY0405,4,4
GY0406,4,4
GY0407,4,4
GY0408,4,4
GY0409,4,4
GY0410,4,4
GY0411,4,4
GY0412,4,4
GY0413,4,4
GY0414,4,4
GY0415,4,4
GY0416,4,4
GY0417,4,4
GY0418,4,4
GY0419,4,4
GY0420,4,4
GY0421,4,4
GY0422,4,4
GY0423,4,4
GY0424,4,4
GY0425,4,4
GY0426,4,4
GY0427,4,4
